"idhod","amount","year","confidentiality","location","non_investment_expense_type","program","sector","type_of_expense"
704872878,77434,2006,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities",NULL,"Gross investment in tangible non-current assets"
704872876,NULL,2006,"duverny","Jihomoravský kraj",NULL,"Research and development for environmental protection",NULL,"Gross investment in tangible non-current assets"
704872868,181545,2006,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Gross investment in tangible non-current assets"
704872871,52152,2006,"verejny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
704872865,3066955,2006,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
704872867,119044,2006,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
704872859,4321766,2006,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Non-investment environmental protection expenditure"
704872861,116032,2006,"verejny","Jihomoravský kraj",NULL,"Air and climate protection",NULL,"Non-investment environmental protection expenditure"
704872863,715041,2006,"verejny","Jihomoravský kraj",NULL,"Wastewater management",NULL,"Non-investment environmental protection expenditure"
704872869,3924,2006,"verejny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
704872873,1451,2006,"verejny","Jihomoravský kraj",NULL,"Radiation protection",NULL,"Non-investment environmental protection expenditure"
704872875,504,2006,"verejny","Jihomoravský kraj",NULL,"Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
704872877,246663,2006,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
704873173,317856,2007,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Gross investment in tangible non-current assets"
704873177,30737,2007,"verejny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Gross investment in tangible non-current assets"
704873169,238077,2007,"verejny","Jihomoravský kraj",NULL,"Air and climate protection",NULL,"Gross investment in tangible non-current assets"
704873181,0,2007,"verejny","Jihomoravský kraj",NULL,"Radiation protection",NULL,"Gross investment in tangible non-current assets"
704873179,55141,2007,"verejny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Gross investment in tangible non-current assets"
704873167,1308390,2007,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Gross investment in tangible non-current assets"
704873171,575618,2007,"verejny","Jihomoravský kraj",NULL,"Wastewater management",NULL,"Gross investment in tangible non-current assets"
704873185,13104,2007,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities",NULL,"Gross investment in tangible non-current assets"
704873183,NULL,2007,"duverny","Jihomoravský kraj",NULL,"Research and development for environmental protection",NULL,"Gross investment in tangible non-current assets"
704873175,77852,2007,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Gross investment in tangible non-current assets"
704873178,43025,2007,"verejny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
704873172,3462039,2007,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
704873174,139204,2007,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
704873166,4786686,2007,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Non-investment environmental protection expenditure"
704873168,103998,2007,"verejny","Jihomoravský kraj",NULL,"Air and climate protection",NULL,"Non-investment environmental protection expenditure"
704873170,788646,2007,"verejny","Jihomoravský kraj",NULL,"Wastewater management",NULL,"Non-investment environmental protection expenditure"
704873176,4272,2007,"verejny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
704873180,229,2007,"verejny","Jihomoravský kraj",NULL,"Radiation protection",NULL,"Non-investment environmental protection expenditure"
704873182,883,2007,"verejny","Jihomoravský kraj",NULL,"Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
704873184,244390,2007,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
704875025,850232,2010,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Gross investment in tangible non-current assets"
704875040,4503,2010,"verejny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Gross investment in tangible non-current assets"
704875007,523591,2010,"verejny","Jihomoravský kraj",NULL,"Air and climate protection",NULL,"Gross investment in tangible non-current assets"
704875052,0,2010,"verejny","Jihomoravský kraj",NULL,"Radiation protection",NULL,"Gross investment in tangible non-current assets"
704875046,20717,2010,"verejny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Gross investment in tangible non-current assets"
704874998,3015567,2010,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Gross investment in tangible non-current assets"
704875016,1454233,2010,"verejny","Jihomoravský kraj",NULL,"Wastewater management",NULL,"Gross investment in tangible non-current assets"
704875063,104605,2010,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities",NULL,"Gross investment in tangible non-current assets"
704875057,NULL,2010,"duverny","Jihomoravský kraj",NULL,"Research and development for environmental protection",NULL,"Gross investment in tangible non-current assets"
704875034,57681,2010,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Gross investment in tangible non-current assets"
704875026,638755,2010,"verejny","Jihomoravský kraj",NULL,"Waste management","Non-financial enterprises","Gross investment in tangible non-current assets"
704875000,1757127,2010,"verejny","Jihomoravský kraj",NULL,NULL,"Government institutions","Gross investment in tangible non-current assets"
704875048,NULL,2010,"duverny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)","Government institutions","Gross investment in tangible non-current assets"
704875009,17505,2010,"verejny","Jihomoravský kraj",NULL,"Air and climate protection","Government institutions","Gross investment in tangible non-current assets"
704875036,52573,2010,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water","Government institutions","Gross investment in tangible non-current assets"
704874999,1258440,2010,"verejny","Jihomoravský kraj",NULL,NULL,"Non-financial enterprises","Gross investment in tangible non-current assets"
704875035,5108,2010,"verejny","Jihomoravský kraj",NULL,"Protection and rehabilitation of soil, underground and surface water","Non-financial enterprises","Gross investment in tangible non-current assets"
704875027,211477,2010,"verejny","Jihomoravský kraj",NULL,"Waste management","Government institutions","Gross investment in tangible non-current assets"
704875042,NULL,2010,"duverny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)","Government institutions","Gross investment in tangible non-current assets"
704875017,99540,2010,"verejny","Jihomoravský kraj",NULL,"Wastewater management","Non-financial enterprises","Gross investment in tangible non-current assets"
704875047,NULL,2010,"duverny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)","Non-financial enterprises","Gross investment in tangible non-current assets"
704875008,506086,2010,"verejny","Jihomoravský kraj",NULL,"Air and climate protection","Non-financial enterprises","Gross investment in tangible non-current assets"
704875041,NULL,2010,"duverny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)","Non-financial enterprises","Gross investment in tangible non-current assets"
704875018,1354693,2010,"verejny","Jihomoravský kraj",NULL,"Wastewater management","Government institutions","Gross investment in tangible non-current assets"
704875058,NULL,2010,"duverny","Jihomoravský kraj",NULL,"Research and development for environmental protection","Non-financial enterprises","Gross investment in tangible non-current assets"
704875053,0,2010,"verejny","Jihomoravský kraj",NULL,"Radiation protection","Non-financial enterprises","Gross investment in tangible non-current assets"
704875059,0,2010,"verejny","Jihomoravský kraj",NULL,"Research and development for environmental protection","Government institutions","Gross investment in tangible non-current assets"
704875065,100327,2010,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities","Government institutions","Gross investment in tangible non-current assets"
704875064,4278,2010,"verejny","Jihomoravský kraj",NULL,"Other environmental protection activities","Non-financial enterprises","Gross investment in tangible non-current assets"
704875028,3921419,2010,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Turnover from selling of services"
704875001,5632593,2010,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Turnover from selling of services"
704875010,3241,2010,"verejny","Jihomoravský kraj",NULL,"Air and climate protection",NULL,"Turnover from selling of services"
704875019,1704162,2010,"verejny","Jihomoravský kraj",NULL,"Wastewater management",NULL,"Turnover from selling of services"
704875030,64491,2010,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Capitalized output (methodology valid until 2015)"
704875003,68648,2010,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Capitalized output (methodology valid until 2015)"
